unix,low,high,open,close,volume,date,vol_fiat
1652313600,1701.0,2188.14,2075.55,1954.39,803672.07576455,2022-05-12,1570688668.1534789
1652400000,1934.61,2145.56,1954.27,2005.48,336488.21225639,2022-05-13,674820379.915945
1652486400,1941.57,2066.4,2005.69,2053.33,118520.23264436,2022-05-14,243361149.29564372
1652572800,1997.44,2164.17,2053.43,2142.69,100927.05806766,2022-05-15,216255398.0509944
1652659200,1976.22,2142.82,2142.74,2020.58,188600.42878138,2022-05-16,381082254.3870808
1652745600,2005.0,2120.0,2020.57,2088.96,153232.48671811,2022-05-17,320096535.4546631
1652832000,1905.24,2108.8,2088.95,1911.98,180708.34004634,2022-05-18,345510732.00180113
1652918400,1900.1,2039.52,1912.04,2017.57,206357.25885445,2022-05-19,416340214.7469727
1653004800,1919.56,2062.45,2017.36,1956.58,197708.34053418,2022-05-20,386832184.9223659
1653091200,1935.0,1988.3,1956.57,1972.64,54572.49166422,2022-05-21,107651879.95650694
1653177600,1963.4,2054.01,1972.64,2040.92,81822.31011257,2022-05-22,166992789.1549464
1653264000,1954.4,2087.6,2040.91,1971.06,202518.25742473,2022-05-23,399175636.47958827
1653350400,1909.51,1991.51,1970.85,1978.15,163986.41926361,2022-05-24,324389735.26631016
1653436800,1932.12,2020.0,1977.94,1940.83,164438.55615099,2022-05-25,319147282.93452597
1653523200,1734.5,1963.68,1940.48,1790.65,289942.90063136,2022-05-26,519186255.01554483
1653609600,1702.53,1820.84,1790.08,1724.83,341796.6398698,2022-05-27,589541098.3466271
1653696000,1719.76,1807.68,1724.8,1790.23,107501.25754592,2022-05-28,192451976.29643238
1653782400,1760.32,1825.22,1790.22,1811.1,84009.43387178,2022-05-29,152149485.68518075
1653868800,1801.21,2013.0,1811.27,1998.3,218864.05954827,2022-05-30,437356050.1953079
1653955200,1924.17,2015.54,1998.29,1940.59,242245.22269345,2022-05-31,470098656.7066821
1654041600,1761.59,1972.5,1940.49,1816.05,266690.7084996,2022-06-01,484323661.1706986
1654128000,1780.0,1852.01,1816.06,1832.45,174506.82421008,2022-06-02,319775030.0237611
1654214400,1735.79,1842.43,1832.62,1773.25,190669.34154148,2022-06-03,338104409.8884294
1654300800,1746.6,1814.4,1773.11,1803.35,64987.78039249,2022-06-04,117195713.77079684
1654387200,1771.77,1829.16,1803.47,1804.7,59938.51406164,2022-06-05,108171036.32704172
1654473600,1802.52,1918.47,1804.78,1858.21,184600.86286202,2022-06-06,343027169.3788342
1654560000,1725.0,1872.82,1858.44,1811.89,212923.71432914,2022-06-07,385794348.7558255
1654646400,1763.69,1838.0,1812.17,1790.72,170731.58092776,2022-06-08,305732456.5989584
1654732800,1775.67,1832.31,1790.63,1787.55,124180.46274382,2022-06-09,221978786.17771542
1654819200,1654.15,1802.85,1787.44,1660.78,236039.72064137,2022-06-10,392010047.24677444
1654905600,1499.79,1680.43,1660.77,1531.09,295048.58494874,2022-06-11,451745937.9291663
1654992000,1423.0,1545.5,1531.23,1433.19,308514.54263385,2022-06-12,442159957.3574075
1655078400,1163.31,1452.97,1432.97,1207.82,954717.177807,2022-06-13,1153126501.6988506
1655164800,1074.64,1266.34,1207.9,1207.58,681419.51063789,2022-06-14,822868572.6561031
1655251200,1012.72,1247.0,1207.58,1236.45,827548.41393819,2022-06-15,1023222236.413875
1655337600,1050.39,1257.04,1236.45,1066.87,411463.97783225,2022-06-16,438978574.0298925
1655424000,1049.19,1117.43,1067.07,1085.76,323648.95266925,2022-06-17,351405086.8501649
1655510400,879.8,1096.64,1085.65,993.64,581590.08416866,2022-06-18,577891171.2333473
1655596800,933.6,1156.99,993.64,1126.9,435976.06851744,2022-06-19,491301431.6123032
1655683200,1051.3,1168.18,1126.97,1126.84,314649.45956811,2022-06-20,354559597.0197291
1655769600,1107.87,1193.0,1127.04,1124.85,303835.07141015,2022-06-21,341768880.0757072
1655856000,1042.36,1126.44,1124.9,1048.96,270475.56973113,2022-06-22,283718053.6251661
1655942400,1043.68,1153.01,1048.93,1144.0,250147.3059031,2022-06-23,286168517.9531464
1656028800,1131.02,1244.78,1144.01,1224.47,252255.18809433,2022-06-24,308878910.1658642
1656115200,1178.77,1255.0,1224.26,1241.33,152145.87815948,2022-06-25,188863242.9357073
1656201600,1194.01,1280.0,1241.14,1197.13,151784.21006562,2022-06-26,181705431.39585567
1656288000,1171.88,1237.83,1196.99,1191.27,196439.99342204,2022-06-27,234013070.96387357
1656374400,1134.9,1236.21,1191.27,1142.65,217739.97338483,2022-06-28,248800580.588176
1656460800,1085.41,1155.21,1142.47,1099.15,287668.03810615,2022-06-29,316190324.0843748
1656547200,997.02,1105.61,1099.09,1070.08,338995.29713713,2022-06-30,362752087.5605
1656633600,1031.86,1115.0,1070.08,1057.57,324097.48129585,2022-07-01,342755773.29405206
1656720000,1025.95,1077.5,1058.3,1065.61,114219.74455559,2022-07-02,121713701.99588226
1656806400,1039.55,1087.33,1065.58,1072.88,110714.6004927,2022-07-03,118783480.57660799
1656892800,1043.47,1160.0,1072.9,1149.98,205563.79288557,2022-07-04,236394250.5425478
1656979200,1075.7,1172.38,1149.98,1131.26,267186.05683546,2022-07-05,302256898.6556825
1657065600,1110.56,1203.2,1131.16,1185.61,284112.14163333,2022-07-06,336846196.24189234
1657152000,1162.32,1254.04,1185.61,1237.13,347073.16202279,2022-07-07,429374620.93325424
1657238400,1192.16,1275.51,1237.55,1213.19,321436.46883666,2022-07-08,389963509.6279475
1657324800,1203.7,1233.54,1213.38,1216.78,94148.28233858,2022-07-09,114557746.98393737
1657411200,1153.15,1219.41,1216.78,1167.68,110105.33274633,2022-07-10,128567794.94123462
1657497600,1079.8,1170.47,1167.66,1095.56,229708.48705223,2022-07-11,251659430.07494107
1657584000,1031.92,1097.35,1095.48,1037.34,334310.07377997,2022-07-12,346793211.93491405
1657670400,1005.25,1118.0,1037.5,1114.26,448221.83579622,2022-07-13,499435662.75429606
1657756800,1071.1,1213.26,1114.06,1192.7,340272.00761286,2022-07-14,405842423.47985816
1657843200,1180.16,1288.88,1192.67,1231.1,439762.06228135,2022-07-15,541391074.87457
1657929600,1190.9,1423.31,1231.07,1355.7,281556.54770912,2022-07-16,381706211.72925395
1658016000,1318.79,1386.55,1355.5,1338.2,287292.9117132,2022-07-17,384455374.4546042
1658102400,1335.35,1597.58,1338.03,1581.34,586368.76273009,2022-07-18,927248379.2556003
1658188800,1492.66,1631.32,1581.09,1542.63,531595.12469671,2022-07-19,820054587.2108859
1658275200,1485.17,1621.44,1542.6,1522.12,399979.02882551,2022-07-20,608816079.3558853
1658361600,1463.26,1606.42,1521.88,1575.68,333578.08401554,2022-07-21,525612315.4216061
1658448000,1516.75,1646.13,1575.44,1535.84,301049.38716503,2022-07-22,462363690.78353965
1658534400,1487.14,1596.87,1535.68,1549.15,179754.71211316,2022-07-23,278467012.27010185
1658620800,1546.7,1664.41,1549.16,1597.72,181245.88687987,2022-07-24,289580178.3857059
1658707200,1433.91,1610.0,1598.12,1440.75,309771.90005337,2022-07-25,446303865.0018928
1658793600,1356.3,1454.56,1440.63,1449.63,283778.37687636,2022-07-26,411373648.4712778
1658880000,1420.66,1645.46,1449.6,1636.4,388150.08353335,2022-07-27,635168796.693974
1658966400,1592.36,1792.55,1636.53,1725.19,446776.87871545,2022-07-28,770775003.3911072
1659052800,1655.47,1766.56,1725.19,1722.25,311510.53584064,2022-07-29,536499020.3515423
1659139200,1674.05,1745.05,1722.46,1698.01,180720.73885884,2022-07-30,306865621.7896989
1659225600,1667.7,1754.25,1698.02,1679.31,130340.37729581,2022-07-31,218881898.99662668
1659312000,1606.9,1705.0,1679.31,1630.82,180669.82560511,2022-08-01,294639964.9933255
1659398400,1560.0,1679.28,1630.81,1631.28,246683.06058859,2022-08-02,402409143.0769551
1659484800,1590.0,1685.87,1631.1,1618.82,328786.47691824,2022-08-03,532246124.5647853
1659571200,1580.5,1663.35,1618.78,1608.16,323547.74502974,2022-08-04,520316541.64702666
1659657600,1605.55,1742.52,1608.16,1736.79,415383.76775755,2022-08-05,721434374.0036353
1659744000,1685.99,1750.0,1737.12,1690.81,206524.40782357,2022-08-06,349193533.9921704
1659830400,1668.87,1730.26,1691.18,1700.42,177400.97769802,2022-08-07,301656170.4972672
1659916800,1693.41,1818.25,1700.52,1777.36,345585.00729302,2022-08-08,614228968.562322
1660003200,1668.8,1791.33,1777.36,1703.35,353991.64333061,2022-08-09,602971665.6671945
1660089600,1656.0,1886.36,1703.35,1854.12,491866.38496074,2022-08-10,911979301.6834072
1660176000,1850.95,1946.21,1854.42,1881.04,451248.19043761,2022-08-11,848815896.140762
1660262400,1850.51,1966.89,1880.96,1959.91,301803.38654781,2022-08-12,591507475.3289183
1660348800,1947.19,2020.73,1959.94,1984.75,282479.09097599,2022-08-13,560650375.8145962
1660435200,1906.51,2031.39,1984.72,1935.85,263413.87030944,2022-08-14,509929740.8385294
1660521600,1866.51,2013.47,1936.0,1899.39,473905.07822533,2022-08-15,900130566.5304096
1660608000,1852.85,1915.51,1899.05,1876.57,362478.81254801,2022-08-16,680216865.2632191
1660694400,1815.0,1957.59,1877.06,1834.61,450374.826949,2022-08-17,826262161.2689048
1660780800,1821.02,1883.35,1834.52,1845.9,270253.66533006,2022-08-18,498861240.8327578
1660867200,1602.28,1848.29,1846.15,1608.72,731158.98936189,2022-08-19,1176230089.3662598
1660953600,1523.54,1658.14,1608.64,1575.76,450361.01659576,2022-08-20,709660875.5109348
1661040000,1562.27,1646.69,1575.76,1617.84,397164.81880075,2022-08-21,642549130.4486054
1661126400,1528.93,1629.61,1617.88,1624.78,518834.55819815,2022-08-22,842992013.4691901
1661212800,1563.29,1674.12,1624.89,1665.93,445250.58071281,2022-08-23,741756299.9268916
1661299200,1604.6,1694.89,1665.95,1656.74,508562.94204632,2022-08-24,842556568.6058202
1661385600,1653.57,1722.18,1656.54,1695.27,300950.83219719,2022-08-25,510192917.2989302
1661472000,1485.94,1706.41,1695.16,1508.02,570455.80622658,2022-08-26,860258764.9058073
1661558400,1446.62,1519.11,1508.04,1491.22,368067.50483068,2022-08-27,548869624.5536066
1661644800,1423.85,1511.12,1490.87,1426.63,292543.93479078,2022-08-28,417351953.69057053
1661731200,1420.74,1560.37,1426.29,1551.65,488169.79068986,2022-08-29,757468655.7239213
1661817600,1474.14,1606.34,1551.51,1524.81,544379.70835677,2022-08-30,830075623.0994865
1661904000,1524.12,1619.99,1524.61,1554.0,511240.91582582,2022-08-31,794468383.1933243
1661990400,1512.83,1599.51,1554.25,1586.23,327753.13141002,2022-09-01,519891849.63651603
1662076800,1546.2,1650.0,1586.1,1575.69,321184.07570982,2022-09-02,506086536.25520635
1662163200,1534.54,1582.69,1575.81,1557.7,129300.81242992,2022-09-03,201411875.52208638
1662249600,1540.59,1583.52,1557.55,1579.04,100143.24859449,2022-09-04,158130195.26064348
1662336000,1557.04,1631.44,1578.97,1618.01,183163.38342493,2022-09-05,296360186.015371
1662422400,1554.03,1686.82,1617.87,1559.28,440790.49644997,2022-09-06,687315805.3045092
1662508800,1489.98,1657.68,1558.92,1629.92,335894.82441078,2022-09-07,547481692.2036185
1662595200,1594.31,1664.52,1629.61,1635.73,321019.10969844,2022-09-08,525100588.3070293
1662681600,1630.51,1746.87,1635.72,1719.21,343757.70988125,2022-09-09,590991692.4049438
1662768000,1706.94,1789.86,1719.38,1774.69,175467.88521982,2022-09-10,311401101.2207624
1662854400,1719.01,1789.98,1774.73,1766.95,153045.89168193,2022-09-11,270424438.3073862
1662940800,1692.45,1783.56,1766.97,1716.71,257983.67681215,2022-09-12,442883157.820186
1663027200,1561.06,1761.04,1716.65,1574.71,456961.84966513,2022-09-13,719582394.2861769
1663113600,1552.88,1649.44,1574.4,1639.14,311641.00945194,2022-09-14,510823244.23305297
1663200000,1457.69,1655.55,1639.12,1472.68,415068.57662522,2022-09-15,611263191.424429
1663286400,1404.31,1483.21,1472.85,1433.73,391498.26827311,2022-09-16,561302812.171206
1663372800,1408.79,1476.22,1433.64,1468.97,193158.36959142,2022-09-17,283743850.17870826
1663459200,1325.48,1470.15,1468.9,1334.72,310480.68847119,2022-09-18,414404784.5162667
1663545600,1279.0,1392.94,1334.71,1376.17,381868.12870185,2022-09-19,525515462.67562497
1663632000,1312.4,1385.0,1376.23,1322.8,419548.01749631,2022-09-20,554978117.5441189
1663718400,1220.0,1412.0,1322.74,1245.65,569985.27204919,2022-09-21,710002154.1280736
1663804800,1237.0,1348.87,1245.36,1326.43,563572.08233165,2022-09-22,747538917.1671705
1663891200,1261.9,1359.99,1326.14,1326.82,519153.45184389,2022-09-23,688823182.9755101
1663977600,1306.29,1349.31,1327.24,1317.25,206779.39938562,2022-09-24,272380163.84070796
1664064000,1269.41,1337.26,1317.49,1294.63,185703.74947364,2022-09-25,240417645.18105856
1664150400,1278.24,1341.0,1294.65,1336.61,416561.97805353,2022-09-26,556780905.4861287
1664236800,1303.66,1400.51,1336.45,1327.92,457125.64604668,2022-09-27,607026287.8983073
1664323200,1253.65,1355.34,1327.87,1336.93,488408.68270425,2022-09-28,652968220.1677929
